,sample.id,sample.name,property.name,value_integer,value_text,value_date
3934,23,OP215286.1,SEQ_TECH,,Illumina,
3935,23,OP215286.1,COUNTRY,,Germany,
3936,23,OP215286.1,GEO_LOCATION,,Germany,
3937,23,OP215286.1,HOST,,Homo sapiens,
3938,1095,OP215287.1,COLLECTION_DATE,,2022-08-01,
3939,1095,OP215287.1,RELEASE_DATE,,,2022-08-17
3940,1095,OP215287.1,ISOLATE,,MPXV/Germany/2022/RKI268,
3941,1095,OP215287.1,LENGTH,197140.0,,
3942,1095,OP215287.1,SEQ_TECH,,Illumina,
3943,1095,OP215287.1,COUNTRY,,Germany,
3944,1095,OP215287.1,GEO_LOCATION,,Germany,
3945,1095,OP215287.1,HOST,,Homo sapiens,
3946,1102,OP215288.1,COLLECTION_DATE,,2022-08-01,
3947,1102,OP215288.1,RELEASE_DATE,,,2022-08-17
3948,1102,OP215288.1,ISOLATE,,MPXV/Germany/2022/RKI270,
3949,1102,OP215288.1,LENGTH,197139.0,,
3950,1102,OP215288.1,SEQ_TECH,,Illumina,
3951,1102,OP215288.1,COUNTRY,,Germany,
3952,1102,OP215288.1,GEO_LOCATION,,Germany,
3953,1102,OP215288.1,HOST,,Homo sapiens,
3954,824,OP225960.1,COLLECTION_DATE,,2022-06-01,
3955,824,OP225960.1,RELEASE_DATE,,,2022-08-17
3956,824,OP225960.1,ISOLATE,,MPXV_USA_2022_NY0013,
3957,824,OP225960.1,LENGTH,197152.0,,
3958,824,OP225960.1,SEQ_TECH,,Illumina NovaSeq 6010,
3959,824,OP225960.1,COUNTRY,,USA,
3960,824,OP225960.1,GEO_LOCATION,,USA: NY,
3961,824,OP225960.1,HOST,,Homo sapiens,
3962,208,OP225962.1,COLLECTION_DATE,,2022-06-01,
3963,208,OP225962.1,RELEASE_DATE,,,2022-08-17
3964,208,OP225962.1,ISOLATE,,MPXV_USA_2022_IL0020,
3965,208,OP225962.1,LENGTH,197151.0,,
3966,208,OP225962.1,SEQ_TECH,,Illumina NovaSeq 6004,
3967,208,OP225962.1,COUNTRY,,USA,
3968,208,OP225962.1,GEO_LOCATION,,USA: IL,
3969,208,OP225962.1,HOST,,Homo sapiens,
3970,757,OP225963.1,COLLECTION_DATE,,2022-06-01,
3971,757,OP225963.1,RELEASE_DATE,,,2022-08-17
3972,757,OP225963.1,ISOLATE,,MPXV_USA_2022_CO0006,
3973,757,OP225963.1,LENGTH,197155.0,,
3974,757,OP225963.1,SEQ_TECH,,Illumina NovaSeq 6009,
3975,757,OP225963.1,COUNTRY,,USA,
3976,757,OP225963.1,GEO_LOCATION,,USA: CO,
3977,757,OP225963.1,HOST,,Homo sapiens,
3978,399,OP225964.1,COLLECTION_DATE,,2022-06-01,
3979,399,OP225964.1,RELEASE_DATE,,,2022-08-17
3980,399,OP225964.1,ISOLATE,,MPXV_USA_2022_IL0024,
3981,399,OP225964.1,LENGTH,197176.0,,
3982,399,OP225964.1,SEQ_TECH,,Illumina NovaSeq 6006,
3983,399,OP225964.1,COUNTRY,,USA,
3984,399,OP225964.1,GEO_LOCATION,,USA: IL,
3985,399,OP225964.1,HOST,,Homo sapiens,
3986,149,OP225965.1,COLLECTION_DATE,,2022-06-01,
3987,149,OP225965.1,RELEASE_DATE,,,2022-08-17
3988,149,OP225965.1,ISOLATE,,MPXV_USA_2022_FL0012,
3989,149,OP225965.1,LENGTH,197147.0,,
3990,149,OP225965.1,SEQ_TECH,,Illumina NovaSeq 6003,
3991,149,OP225965.1,COUNTRY,,USA,
3992,149,OP225965.1,GEO_LOCATION,,USA: FL,
3993,149,OP225965.1,HOST,,Homo sapiens,
3994,247,OP225966.1,COLLECTION_DATE,,2022-06-01,
3995,247,OP225966.1,RELEASE_DATE,,,2022-08-17
3996,247,OP225966.1,ISOLATE,,MPXV_USA_2022_IL0023,
3997,247,OP225966.1,LENGTH,197147.0,,
3998,247,OP225966.1,SEQ_TECH,,Illumina NovaSeq 6005,
3999,247,OP225966.1,COUNTRY,,USA,
4000,247,OP225966.1,GEO_LOCATION,,USA: IL,
4001,247,OP225966.1,HOST,,Homo sapiens,
4002,980,OP225967.1,COLLECTION_DATE,,2022-06-01,
4003,980,OP225967.1,RELEASE_DATE,,,2022-08-17
4004,980,OP225967.1,ISOLATE,,MPXV_USA_2022_FL0011,
4005,980,OP225967.1,LENGTH,197147.0,,
4006,980,OP225967.1,SEQ_TECH,,Illumina NovaSeq 6002,
4007,980,OP225967.1,COUNTRY,,USA,
4008,980,OP225967.1,GEO_LOCATION,,USA: FL,
4009,980,OP225967.1,HOST,,Homo sapiens,
4010,558,OP225968.1,COLLECTION_DATE,,2022-06-01,
4011,558,OP225968.1,RELEASE_DATE,,,2022-08-17
4012,558,OP225968.1,ISOLATE,,MPXV_USA_2022_DC0005,
4013,558,OP225968.1,LENGTH,197140.0,,
4014,558,OP225968.1,SEQ_TECH,,Illumina NovaSeq 6008,
4015,558,OP225968.1,COUNTRY,,USA,
4016,558,OP225968.1,GEO_LOCATION,,USA: DC,
4017,558,OP225968.1,HOST,,Homo sapiens,
4018,768,OP225969.1,COLLECTION_DATE,,2022-06-01,
4019,768,OP225969.1,RELEASE_DATE,,,2022-08-17
4020,768,OP225969.1,ISOLATE,,MPXV_USA_2022_IL0025,
4021,768,OP225969.1,LENGTH,197143.0,,
4022,768,OP225969.1,SEQ_TECH,,Illumina NovaSeq 6007,
4023,768,OP225969.1,COUNTRY,,USA,
4024,768,OP225969.1,GEO_LOCATION,,USA: IL,
4025,768,OP225969.1,HOST,,Homo sapiens,
4026,390,OP257243.1,COLLECTION_DATE,,2022-08-01,
4027,390,OP257243.1,RELEASE_DATE,,,2022-09-07
4028,390,OP257243.1,ISOLATE,,MpxV/human/USA/WA-UW-089015/2022,
4029,390,OP257243.1,LENGTH,197178.0,,
4030,390,OP257243.1,SEQ_TECH,,,
4031,390,OP257243.1,COUNTRY,,USA,
4032,390,OP257243.1,GEO_LOCATION,,USA: WA,
4033,390,OP257243.1,HOST,,Homo sapiens,
4034,501,OP257244.1,COLLECTION_DATE,,2022-08-01,
4035,501,OP257244.1,RELEASE_DATE,,,2022-09-07
4036,501,OP257244.1,ISOLATE,,MpxV/human/USA/WA-UW-080268/2022,
4037,501,OP257244.1,LENGTH,197176.0,,
4038,501,OP257244.1,SEQ_TECH,,,
4039,501,OP257244.1,COUNTRY,,USA,
4040,501,OP257244.1,GEO_LOCATION,,USA: WA,
4041,501,OP257244.1,HOST,,Homo sapiens,
4042,541,OP257245.1,COLLECTION_DATE,,2022-08-01,
4043,541,OP257245.1,RELEASE_DATE,,,2022-09-07
4044,541,OP257245.1,ISOLATE,,MpxV/human/USA/WA-UW-084909/2022,
4045,541,OP257245.1,LENGTH,197176.0,,
4046,541,OP257245.1,SEQ_TECH,,,
4047,541,OP257245.1,COUNTRY,,USA,
4048,541,OP257245.1,GEO_LOCATION,,USA: WA,
4049,541,OP257245.1,HOST,,Homo sapiens,
4050,462,OP257246.1,COLLECTION_DATE,,2022-08-01,
4051,462,OP257246.1,RELEASE_DATE,,,2022-09-07
4052,462,OP257246.1,ISOLATE,,MpxV/human/USA/WA-UW-083578/2022,
4053,462,OP257246.1,LENGTH,197176.0,,
4054,462,OP257246.1,SEQ_TECH,,,
4055,462,OP257246.1,COUNTRY,,USA,
4056,462,OP257246.1,GEO_LOCATION,,USA: WA,
4057,462,OP257246.1,HOST,,Homo sapiens,
4058,1090,OP257247.1,COLLECTION_DATE,,2022-08-01,
4059,1090,OP257247.1,RELEASE_DATE,,,2022-09-07
4060,1090,OP257247.1,ISOLATE,,MpxV/human/USA/WA-UW-088432/2022,
4061,1090,OP257247.1,LENGTH,197194.0,,
4062,1090,OP257247.1,SEQ_TECH,,,
4063,1090,OP257247.1,COUNTRY,,USA,
4064,1090,OP257247.1,GEO_LOCATION,,USA: WA,
4065,1090,OP257247.1,HOST,,Homo sapiens,
4066,636,OP257248.1,COLLECTION_DATE,,2022-08-01,
4067,636,OP257248.1,RELEASE_DATE,,,2022-09-07
4068,636,OP257248.1,ISOLATE,,MpxV/human/USA/WA-UW-087424/2022,
4069,636,OP257248.1,LENGTH,197176.0,,
4070,636,OP257248.1,SEQ_TECH,,,
4071,636,OP257248.1,COUNTRY,,USA,
4072,636,OP257248.1,GEO_LOCATION,,USA: WA,
4073,636,OP257248.1,HOST,,Homo sapiens,
4074,898,OP257249.1,COLLECTION_DATE,,2022-08-01,
4075,898,OP257249.1,RELEASE_DATE,,,2022-09-07
4076,898,OP257249.1,ISOLATE,,MpxV/human/USA/WA-UW-081786/2022,
4077,898,OP257249.1,LENGTH,197176.0,,
4078,898,OP257249.1,SEQ_TECH,,,
4079,898,OP257249.1,COUNTRY,,USA,
4080,898,OP257249.1,GEO_LOCATION,,USA: WA,
4081,898,OP257249.1,HOST,,Homo sapiens,
4082,978,OP257250.1,COLLECTION_DATE,,2022-08-01,
4083,978,OP257250.1,RELEASE_DATE,,,2022-09-07
4084,978,OP257250.1,ISOLATE,,MpxV/human/USA/WA-UW-087527/2022,
4085,978,OP257250.1,LENGTH,197178.0,,
4086,978,OP257250.1,SEQ_TECH,,,
4087,978,OP257250.1,COUNTRY,,USA,
4088,978,OP257250.1,GEO_LOCATION,,USA: WA,
4089,978,OP257250.1,HOST,,Homo sapiens,
4090,746,OP257251.1,COLLECTION_DATE,,2022-08-01,
4091,746,OP257251.1,RELEASE_DATE,,,2022-09-07
4092,746,OP257251.1,ISOLATE,,MpxV/human/USA/WA-UW-081272/2022,
4093,746,OP257251.1,LENGTH,197178.0,,
4094,746,OP257251.1,SEQ_TECH,,,
4095,746,OP257251.1,COUNTRY,,USA,
4096,746,OP257251.1,GEO_LOCATION,,USA: WA,
4097,746,OP257251.1,HOST,,Homo sapiens,
4098,562,OP257252.1,COLLECTION_DATE,,2022-08-01,
4099,562,OP257252.1,RELEASE_DATE,,,2022-09-07
4100,562,OP257252.1,ISOLATE,,MpxV/human/USA/WA-UW-085937/2022,
4101,562,OP257252.1,LENGTH,197176.0,,
4102,562,OP257252.1,SEQ_TECH,,,
4103,562,OP257252.1,COUNTRY,,USA,
4104,562,OP257252.1,GEO_LOCATION,,USA: WA,
4105,562,OP257252.1,HOST,,Homo sapiens,
4106,955,OP257253.1,COLLECTION_DATE,,2022-08-01,
4107,955,OP257253.1,RELEASE_DATE,,,2022-09-07
4108,955,OP257253.1,ISOLATE,,MpxV/human/USA/WA-UW-088081/2022,
4109,955,OP257253.1,LENGTH,197176.0,,
4110,955,OP257253.1,SEQ_TECH,,,
4111,955,OP257253.1,COUNTRY,,USA,
4112,955,OP257253.1,GEO_LOCATION,,USA: WA,
4113,955,OP257253.1,HOST,,Homo sapiens,
4114,485,OP257254.1,COLLECTION_DATE,,2022-08-01,
4115,485,OP257254.1,RELEASE_DATE,,,2022-09-07
4116,485,OP257254.1,ISOLATE,,MpxV/human/USA/OH-UW-073812/2022,
4117,485,OP257254.1,LENGTH,197176.0,,
4118,485,OP257254.1,SEQ_TECH,,,
4119,485,OP257254.1,COUNTRY,,USA,
4120,485,OP257254.1,GEO_LOCATION,,USA: OH,
4121,485,OP257254.1,HOST,,Homo sapiens,
4122,124,OP257255.1,COLLECTION_DATE,,2022-08-01,
4123,124,OP257255.1,RELEASE_DATE,,,2022-09-07
4124,124,OP257255.1,ISOLATE,,MpxV/human/USA/OH-UW-073319/2022,
4125,124,OP257255.1,LENGTH,197168.0,,
4126,124,OP257255.1,SEQ_TECH,,,
4127,124,OP257255.1,COUNTRY,,USA,
4128,124,OP257255.1,GEO_LOCATION,,USA: OH,
4129,124,OP257255.1,HOST,,Homo sapiens,
4130,488,OP257256.1,COLLECTION_DATE,,2022-08-01,
4131,488,OP257256.1,RELEASE_DATE,,,2022-09-07
4132,488,OP257256.1,ISOLATE,,MpxV/human/USA/OH-UW-082260/2022,
4133,488,OP257256.1,LENGTH,197176.0,,
4134,488,OP257256.1,SEQ_TECH,,,
4135,488,OP257256.1,COUNTRY,,USA,
4136,488,OP257256.1,GEO_LOCATION,,USA: OH,
4137,488,OP257256.1,HOST,,Homo sapiens,
4138,809,OP257257.1,COLLECTION_DATE,,2022-08-01,
4139,809,OP257257.1,RELEASE_DATE,,,2022-09-07
4140,809,OP257257.1,ISOLATE,,MpxV/human/USA/WA-UW-080706/2022,
4141,809,OP257257.1,LENGTH,197174.0,,
4142,809,OP257257.1,SEQ_TECH,,,
4143,809,OP257257.1,COUNTRY,,USA,
4144,809,OP257257.1,GEO_LOCATION,,USA: WA,
4145,809,OP257257.1,HOST,,Homo sapiens,
4146,1082,OP257258.1,COLLECTION_DATE,,2022-08-01,
4147,1082,OP257258.1,RELEASE_DATE,,,2022-09-07
4148,1082,OP257258.1,ISOLATE,,MpxV/human/USA/WA-UW-086040/2022,
4149,1082,OP257258.1,LENGTH,197176.0,,
4150,1082,OP257258.1,SEQ_TECH,,,
4151,1082,OP257258.1,COUNTRY,,USA,
4152,1082,OP257258.1,GEO_LOCATION,,USA: WA,
4153,1082,OP257258.1,HOST,,Homo sapiens,
4154,926,OP257259.1,COLLECTION_DATE,,2022-08-01,
4155,926,OP257259.1,RELEASE_DATE,,,2022-09-07
4156,926,OP257259.1,ISOLATE,,MpxV/human/USA/WA-UW-085684/2022,
4157,926,OP257259.1,LENGTH,197178.0,,
4158,926,OP257259.1,SEQ_TECH,,,
4159,926,OP257259.1,COUNTRY,,USA,
4160,926,OP257259.1,GEO_LOCATION,,USA: WA,
4161,926,OP257259.1,HOST,,Homo sapiens,
4162,407,OP257260.1,COLLECTION_DATE,,2022-08-01,
4163,407,OP257260.1,RELEASE_DATE,,,2022-09-07
4164,407,OP257260.1,ISOLATE,,MpxV/human/USA/WA-UW-087006/2022,
4165,407,OP257260.1,LENGTH,197176.0,,
4166,407,OP257260.1,SEQ_TECH,,,
4167,407,OP257260.1,COUNTRY,,USA,
4168,407,OP257260.1,GEO_LOCATION,,USA: WA,
4169,407,OP257260.1,HOST,,Homo sapiens,
4170,446,OP257261.1,COLLECTION_DATE,,2022-08-01,
4171,446,OP257261.1,RELEASE_DATE,,,2022-09-07
4172,446,OP257261.1,ISOLATE,,MpxV/human/USA/WA-UW-084325/2022,
4173,446,OP257261.1,LENGTH,197176.0,,
4174,446,OP257261.1,SEQ_TECH,,,
4175,446,OP257261.1,COUNTRY,,USA,
4176,446,OP257261.1,GEO_LOCATION,,USA: WA,
4177,446,OP257261.1,HOST,,Homo sapiens,
4178,1147,OP257262.1,COLLECTION_DATE,,2022-08-01,
4179,1147,OP257262.1,RELEASE_DATE,,,2022-09-07
4180,1147,OP257262.1,ISOLATE,,MpxV/human/USA/WA-UW-087619/2022,
4181,1147,OP257262.1,LENGTH,197176.0,,
4182,1147,OP257262.1,SEQ_TECH,,,
4183,1147,OP257262.1,COUNTRY,,USA,
4184,1147,OP257262.1,GEO_LOCATION,,USA: WA,
4185,1147,OP257262.1,HOST,,Homo sapiens,
4186,482,OP257263.1,COLLECTION_DATE,,2022-08-01,
4187,482,OP257263.1,RELEASE_DATE,,,2022-09-07
4188,482,OP257263.1,ISOLATE,,MpxV/human/USA/WA-UW-089987/2022,
4189,482,OP257263.1,LENGTH,197176.0,,
4190,482,OP257263.1,SEQ_TECH,,,
4191,482,OP257263.1,COUNTRY,,USA,
4192,482,OP257263.1,GEO_LOCATION,,USA: WA,
4193,482,OP257263.1,HOST,,Homo sapiens,
4194,420,OP257264.1,COLLECTION_DATE,,2022-08-01,
4195,420,OP257264.1,RELEASE_DATE,,,2022-09-07
4196,420,OP257264.1,ISOLATE,,MpxV/human/USA/WA-UW-080976/2022,
4197,420,OP257264.1,LENGTH,197193.0,,
4198,420,OP257264.1,SEQ_TECH,,,
4199,420,OP257264.1,COUNTRY,,USA,
4200,420,OP257264.1,GEO_LOCATION,,USA: WA,
4201,420,OP257264.1,HOST,,Homo sapiens,
4202,593,OP257265.1,COLLECTION_DATE,,2022-08-01,
4203,593,OP257265.1,RELEASE_DATE,,,2022-09-07
4204,593,OP257265.1,ISOLATE,,MpxV/human/USA/WA-UW-089183/2022,
4205,593,OP257265.1,LENGTH,197176.0,,
4206,593,OP257265.1,SEQ_TECH,,,
4207,593,OP257265.1,COUNTRY,,USA,
4208,593,OP257265.1,GEO_LOCATION,,USA: WA,
4209,593,OP257265.1,HOST,,Homo sapiens,
4210,475,OP257266.1,COLLECTION_DATE,,2022-08-01,
4211,475,OP257266.1,RELEASE_DATE,,,2022-09-07
4212,475,OP257266.1,ISOLATE,,MpxV/human/USA/WA-UW-083179/2022,
4213,475,OP257266.1,LENGTH,197176.0,,
4214,475,OP257266.1,SEQ_TECH,,,
4215,475,OP257266.1,COUNTRY,,USA,
4216,475,OP257266.1,GEO_LOCATION,,USA: WA,
4217,475,OP257266.1,HOST,,Homo sapiens,
4218,204,OP257267.1,COLLECTION_DATE,,2022-08-01,
4219,204,OP257267.1,RELEASE_DATE,,,2022-09-07
4220,204,OP257267.1,ISOLATE,,MpxV/human/USA/WA-UW-084449/2022,
4221,204,OP257267.1,LENGTH,197174.0,,
4222,204,OP257267.1,SEQ_TECH,,,
4223,204,OP257267.1,COUNTRY,,USA,
4224,204,OP257267.1,GEO_LOCATION,,USA: WA,
4225,204,OP257267.1,HOST,,Homo sapiens,
4226,1174,OP263627.1,COLLECTION_DATE,,2022-08-01,
4227,1174,OP263627.1,RELEASE_DATE,,,2022-08-19
4228,1174,OP263627.1,ISOLATE,,MPXV/Germany/2022/RKI272,
4229,1174,OP263627.1,LENGTH,197140.0,,
4230,1174,OP263627.1,SEQ_TECH,,Illumina,
4231,1174,OP263627.1,COUNTRY,,Germany,
4232,1174,OP263627.1,GEO_LOCATION,,Germany,
4233,1174,OP263627.1,HOST,,Homo sapiens,
4234,174,OP263628.1,COLLECTION_DATE,,2022-08-01,
4235,174,OP263628.1,RELEASE_DATE,,,2022-08-19
4236,174,OP263628.1,ISOLATE,,MPXV/Germany/2022/RKI274,
4237,174,OP263628.1,LENGTH,197139.0,,
4238,174,OP263628.1,SEQ_TECH,,Illumina,
4239,174,OP263628.1,COUNTRY,,Germany,
4240,174,OP263628.1,GEO_LOCATION,,Germany,
4241,174,OP263628.1,HOST,,Homo sapiens,
4242,103,OP263629.1,COLLECTION_DATE,,2022-08-01,
4243,103,OP263629.1,RELEASE_DATE,,,2022-08-19
4244,103,OP263629.1,ISOLATE,,MPXV/Germany/2022/RKI273,
4245,103,OP263629.1,LENGTH,197140.0,,
4246,103,OP263629.1,SEQ_TECH,,Illumina,
4247,103,OP263629.1,COUNTRY,,Germany,
4248,103,OP263629.1,GEO_LOCATION,,Germany,
4249,103,OP263629.1,HOST,,Homo sapiens,
4250,257,OP263630.1,COLLECTION_DATE,,2022-08-01,
4251,257,OP263630.1,RELEASE_DATE,,,2022-08-19
4252,257,OP263630.1,ISOLATE,,MPXV/Germany/2022/RKI275,
4253,257,OP263630.1,LENGTH,197140.0,,
4254,257,OP263630.1,SEQ_TECH,,Illumina,
4255,257,OP263630.1,COUNTRY,,Germany,
4256,257,OP263630.1,GEO_LOCATION,,Germany,
4257,257,OP263630.1,HOST,,Homo sapiens,
4258,106,OP263631.1,COLLECTION_DATE,,2022-08-01,
4259,106,OP263631.1,RELEASE_DATE,,,2022-08-19
4260,106,OP263631.1,ISOLATE,,MPXV/Germany/2022/RKI276,
4261,106,OP263631.1,LENGTH,197139.0,,
4262,106,OP263631.1,SEQ_TECH,,Illumina,
4263,106,OP263631.1,COUNTRY,,Germany,
4264,106,OP263631.1,GEO_LOCATION,,Germany,
4265,106,OP263631.1,HOST,,Homo sapiens,
4266,641,OP263632.1,COLLECTION_DATE,,2022-08-01,
4267,641,OP263632.1,RELEASE_DATE,,,2022-08-19
4268,641,OP263632.1,ISOLATE,,MPXV/Germany/2022/RKI277,
4269,641,OP263632.1,LENGTH,197139.0,,
4270,641,OP263632.1,SEQ_TECH,,Illumina,
4271,641,OP263632.1,COUNTRY,,Germany,
4272,641,OP263632.1,GEO_LOCATION,,Germany,
4273,641,OP263632.1,HOST,,Homo sapiens,
4274,1129,OP263633.1,COLLECTION_DATE,,2022-08-01,
4275,1129,OP263633.1,RELEASE_DATE,,,2022-08-19
4276,1129,OP263633.1,ISOLATE,,MPXV/Germany/2022/RKI278,
4277,1129,OP263633.1,LENGTH,197139.0,,
4278,1129,OP263633.1,SEQ_TECH,,Illumina,
4279,1129,OP263633.1,COUNTRY,,Germany,
4280,1129,OP263633.1,GEO_LOCATION,,Germany,
4281,1129,OP263633.1,HOST,,Homo sapiens,
4282,191,OP263634.1,COLLECTION_DATE,,2022-08-01,
4283,191,OP263634.1,RELEASE_DATE,,,2022-08-19
4284,191,OP263634.1,ISOLATE,,MPXV/Germany/2022/RKI279,
4285,191,OP263634.1,LENGTH,197139.0,,
4286,191,OP263634.1,SEQ_TECH,,Illumina,
4287,191,OP263634.1,COUNTRY,,Germany,
4288,191,OP263634.1,GEO_LOCATION,,Germany,
4289,191,OP263634.1,HOST,,Homo sapiens,
4290,401,OP263635.1,COLLECTION_DATE,,2022-08-01,
4291,401,OP263635.1,RELEASE_DATE,,,2022-08-19
4292,401,OP263635.1,ISOLATE,,MPXV/Germany/2022/RKI280,
4293,401,OP263635.1,LENGTH,197139.0,,
4294,401,OP263635.1,SEQ_TECH,,Illumina,
4295,401,OP263635.1,COUNTRY,,Germany,
4296,401,OP263635.1,GEO_LOCATION,,Germany,
4297,401,OP263635.1,HOST,,Homo sapiens,
4298,662,OP263636.1,COLLECTION_DATE,,2022-08-01,
4299,662,OP263636.1,RELEASE_DATE,,,2022-08-19
4300,662,OP263636.1,ISOLATE,,MPXV/Germany/2022/RKI281,
4301,662,OP263636.1,LENGTH,197139.0,,
4302,662,OP263636.1,SEQ_TECH,,Illumina,
4303,662,OP263636.1,COUNTRY,,Germany,
4304,662,OP263636.1,GEO_LOCATION,,Germany,
4305,662,OP263636.1,HOST,,Homo sapiens,
4306,619,OP270022.1,COLLECTION_DATE,,2022-07-04,
4307,619,OP270022.1,RELEASE_DATE,,,2022-08-22
4308,619,OP270022.1,ISOLATE,,MpxV/human/CAN/UN-NML-3972/2022,
4309,619,OP270022.1,LENGTH,197178.0,,
4310,619,OP270022.1,COUNTRY,,Canada,
4311,619,OP270022.1,GEO_LOCATION,,Canada,
4312,619,OP270022.1,HOST,,Homo sapiens,
4313,229,OP270024.1,COLLECTION_DATE,,2022-07-04,
4314,229,OP270024.1,RELEASE_DATE,,,2022-08-22
4315,229,OP270024.1,ISOLATE,,MpxV/human/CAN/UN-NML-3976/2022,
4316,229,OP270024.1,LENGTH,197175.0,,
4317,229,OP270024.1,COUNTRY,,Canada,
4318,229,OP270024.1,GEO_LOCATION,,Canada,
4319,229,OP270024.1,HOST,,Homo sapiens,
4320,436,OP270471.1,COLLECTION_DATE,,2022-08-01,
4321,436,OP270471.1,RELEASE_DATE,,,2022-08-22
4322,436,OP270471.1,ISOLATE,,MPXV/Germany/2022/RKI282,
4323,436,OP270471.1,LENGTH,197139.0,,
4324,436,OP270471.1,SEQ_TECH,,Illumina,
4325,436,OP270471.1,COUNTRY,,Germany,
4326,436,OP270471.1,GEO_LOCATION,,Germany,
4327,436,OP270471.1,HOST,,Homo sapiens,
4328,846,OP270473.1,COLLECTION_DATE,,2022-08-01,
4329,846,OP270473.1,RELEASE_DATE,,,2022-08-22
4330,846,OP270473.1,ISOLATE,,MPXV/Germany/2022/RKI284,
4331,846,OP270473.1,LENGTH,197140.0,,
4332,846,OP270473.1,SEQ_TECH,,Illumina,
4333,846,OP270473.1,COUNTRY,,Germany,
4334,846,OP270473.1,GEO_LOCATION,,Germany,
4335,846,OP270473.1,HOST,,Homo sapiens,
4336,573,OP270474.1,COLLECTION_DATE,,2022-08-01,
4337,573,OP270474.1,RELEASE_DATE,,,2022-08-22
4338,573,OP270474.1,ISOLATE,,MPXV/Germany/2022/RKI285,
4339,573,OP270474.1,LENGTH,197140.0,,
4340,573,OP270474.1,SEQ_TECH,,Illumina,
4341,573,OP270474.1,COUNTRY,,Germany,
4342,573,OP270474.1,GEO_LOCATION,,Germany,
4343,573,OP270474.1,HOST,,Homo sapiens,
4344,923,OP270475.1,COLLECTION_DATE,,2022-08-01,
4345,923,OP270475.1,RELEASE_DATE,,,2022-08-22
4346,923,OP270475.1,ISOLATE,,MPXV/Germany/2022/RKI286,
4347,923,OP270475.1,LENGTH,197139.0,,
4348,923,OP270475.1,SEQ_TECH,,Illumina,
4349,923,OP270475.1,COUNTRY,,Germany,
4350,923,OP270475.1,GEO_LOCATION,,Germany,
4351,923,OP270475.1,HOST,,Homo sapiens,
4352,435,OP270476.1,COLLECTION_DATE,,2022-08-01,
4353,435,OP270476.1,RELEASE_DATE,,,2022-08-22
4354,435,OP270476.1,ISOLATE,,MPXV/Germany/2022/RKI287,
4355,435,OP270476.1,LENGTH,197139.0,,
4356,435,OP270476.1,SEQ_TECH,,Illumina,
4357,435,OP270476.1,COUNTRY,,Germany,
4358,435,OP270476.1,GEO_LOCATION,,Germany,
4359,435,OP270476.1,HOST,,Homo sapiens,
4360,456,OP279043.1,COLLECTION_DATE,,2022-06-30,
4361,456,OP279043.1,RELEASE_DATE,,,2022-08-26
4362,456,OP279043.1,ISOLATE,,MpxV/human/CAN/UN-NML-4140/2022,
4363,456,OP279043.1,LENGTH,197176.0,,
4364,456,OP279043.1,SEQ_TECH,,Illumina,
4365,456,OP279043.1,COUNTRY,,Canada,
4366,456,OP279043.1,GEO_LOCATION,,Canada,
4367,456,OP279043.1,HOST,,Homo sapiens,
4368,703,OP279045.1,COLLECTION_DATE,,2022-07-04,
4369,703,OP279045.1,RELEASE_DATE,,,2022-08-26
4370,703,OP279045.1,ISOLATE,,MpxV/human/CAN/UN-NML-4144/2022,
4371,703,OP279045.1,LENGTH,197177.0,,
4372,703,OP279045.1,SEQ_TECH,,Illumina,
4373,703,OP279045.1,COUNTRY,,Canada,
4374,703,OP279045.1,GEO_LOCATION,,Canada,
4375,703,OP279045.1,HOST,,Homo sapiens,
4376,90,OP279046.1,COLLECTION_DATE,,2022-07-05,
4377,90,OP279046.1,RELEASE_DATE,,,2022-08-26
4378,90,OP279046.1,ISOLATE,,MpxV/human/CAN/UN-NML-4150/2022,
4379,90,OP279046.1,LENGTH,197180.0,,
4380,90,OP279046.1,SEQ_TECH,,Illumina,
4381,90,OP279046.1,COUNTRY,,Canada,
4382,90,OP279046.1,GEO_LOCATION,,Canada,
4383,90,OP279046.1,HOST,,Homo sapiens,
4384,737,OP289782.1,COLLECTION_DATE,,2022-06-25,
4385,737,OP289782.1,RELEASE_DATE,,,2022-08-24
4386,737,OP289782.1,ISOLATE,,LIM-INS-001,
4387,737,OP289782.1,LENGTH,197200.0,,
4388,737,OP289782.1,SEQ_TECH,,Illumina,
4389,737,OP289782.1,COUNTRY,,Peru,
4390,737,OP289782.1,GEO_LOCATION,,Peru,
4391,737,OP289782.1,HOST,,Homo sapiens,
4392,1005,OP289783.1,COLLECTION_DATE,,2022-06-27,
4393,1005,OP289783.1,RELEASE_DATE,,,2022-08-24
4394,1005,OP289783.1,ISOLATE,,LIM-INS-003,
4395,1005,OP289783.1,LENGTH,197193.0,,
4396,1005,OP289783.1,SEQ_TECH,,Illumina,
4397,1005,OP289783.1,COUNTRY,,Peru,
4398,1005,OP289783.1,GEO_LOCATION,,Peru,
4399,1005,OP289783.1,HOST,,Homo sapiens,
4400,792,OP303778.1,COLLECTION_DATE,,2022-06,
4401,792,OP303778.1,RELEASE_DATE,,,2022-08-26
4402,792,OP303778.1,ISOLATE,,MPXV_USA_2022_FL0015,
4403,792,OP303778.1,LENGTH,197172.0,,
4404,792,OP303778.1,COUNTRY,,USA,
4405,792,OP303778.1,GEO_LOCATION,,USA: FL,
